-2.236402273178100586e+00,-2.999469041824340820e-01,1.004287004470825195e+00,-9.290527105331420898e-01,-3.403857052326202393e-01
1.458874940872192383e+00,-3.311075270175933838e-01,-7.241519689559936523e-01,-8.234127759933471680e-01,9.066254831850528717e-03
2.425563335418701172e+00,8.113575577735900879e-01,-1.128316447138786316e-01,-1.062034741044044495e-01,-1.084943488240242004e-02
1.777608096599578857e-01,-2.231784582138061523e+00,-1.041464135050773621e-01,-3.939934074878692627e-01,1.921390299685299397e-03
-8.137230277061462402e-01,2.408490031957626343e-01,-1.014759063720703125e+00,1.084453146904706955e-02,1.066214665770530701e-01
2.347020953893661499e-01,6.137911677360534668e-01,-1.286110579967498779e-01,-1.554235100746154785e+00,2.286628633737564087e-01
-1.683275341987609863e+00,-7.644457817077636719e-01,-4.133324027061462402e-01,3.255229592323303223e-01,1.406415551900863647e-01
-2.669111192226409912e-01,1.291182994842529297e+00,1.787753403186798096e-02,-1.058324575424194336e+00,-7.635857164859771729e-02
-1.616142690181732178e-02,-4.846826493740081787e-01,-5.834637880325317383e-01,-6.716275215148925781e-01,-5.910758674144744873e-02
-5.416021943092346191e-01,-5.602459982037544250e-02,-5.897254943847656250e-01,1.005590409040451050e-01,-1.979266107082366943e-02
-1.356217026710510254e+00,-4.854503273963928223e-01,7.966217994689941406e-01,1.927823722362518311e-01,2.441275417804718018e-01
-3.971542716026306152e-01,-3.019084334373474121e-01,-1.082846522331237793e+00,4.249865412712097168e-01,-4.504832252860069275e-02
-8.213263005018234253e-02,-2.964857816696166992e-01,-7.480989694595336914e-01,3.451240658760070801e-01,1.565191708505153656e-02
-2.644557952880859375e+00,-2.945946156978607178e-01,8.711098432540893555e-01,1.024822220206260681e-01,3.178569972515106201e-01
-3.134091198444366455e-01,5.909221172332763672e-01,-9.846490025520324707e-01,-8.990759253501892090e-01,-4.838133975863456726e-02
-4.610468149185180664e-01,-1.267363905906677246e+00,-9.006448984146118164e-01,-2.205115854740142822e-01,1.996344178915023804e-01
2.083386182785034180e+00,-8.876690268516540527e-01,-5.767164751887321472e-02,-1.038413286209106445e+00,-3.209598362445831299e-02
1.096604943275451660e+00,-3.449658155441284180e-01,-1.377362310886383057e-01,-8.631010055541992188e-01,-2.252043932676315308e-01
1.360330104827880859e+00,-1.269166171550750732e-01,2.718763658776879311e-03,1.118616104125976562e+00,1.152822524309158325e-01
-1.187429070472717285e+00,-1.012677311897277832e+00,-1.046218499541282654e-01,-6.997449994087219238e-01,1.777409762144088745e-01
-3.734596669673919678e-01,-8.838585615158081055e-01,-1.873605698347091675e-01,-3.739218115806579590e-01,-4.759676158428192139e-01
-2.020294427871704102e+00,-2.557145357131958008e-01,2.656986713409423828e-01,9.901782274246215820e-01,-1.248560026288032532e-01
-7.705276012420654297e-01,4.381044209003448486e-01,-8.164132386445999146e-02,-1.169149994850158691e+00,-9.832418709993362427e-02
-8.668245673179626465e-01,5.494045019149780273e-01,-3.310596346855163574e-01,-1.219684362411499023e+00,-5.886375904083251953e-02
-1.986596360802650452e-02,6.990474183112382889e-03,-1.661689877510070801e-01,2.095622777938842773e+00,2.883690893650054932e-01
1.681514143943786621e+00,6.782827377319335938e-01,2.949151992797851562e-01,-7.005724310874938965e-01,-1.278335303068161011e-01
-1.934818387031555176e+00,-2.035824537277221680e+00,3.499951064586639404e-01,7.228494286537170410e-01,-1.864610910415649414e-01
-5.699104815721511841e-02,-1.689299196004867554e-01,1.827271580696105957e-01,1.923190653324127197e-01,-1.172701083123683929e-02
-7.397802472114562988e-01,-1.377505064010620117e+00,-7.287112474441528320e-01,-5.533419251441955566e-01,1.368798688054084778e-02
1.190732121467590332e+00,2.099277019500732422e+00,-3.927680198103189468e-03,-1.258064806461334229e-01,-3.699271008372306824e-02
-1.902104355394840240e-03,-8.332872390747070312e-01,-3.558685481548309326e-01,-1.990181505680084229e-01,3.755238354206085205e-01
2.389885663986206055e+00,8.501461148262023926e-01,-1.992178261280059814e-01,1.727879047393798828e-01,8.920847624540328979e-02
1.690753936767578125e+00,2.170147597789764404e-01,1.691399328410625458e-02,-1.229059934616088867e+00,1.014310750178992748e-03
-1.616304755210876465e+00,-5.319718718528747559e-01,-3.406981825828552246e-01,9.336706250905990601e-02,2.544118650257587433e-02
-1.948334217071533203e+00,-5.869598686695098877e-02,1.424610465764999390e-01,-1.326402783393859863e+00,-2.962542474269866943e-01
1.283838629722595215e+00,1.070626497268676758e+00,-1.192688196897506714e-02,4.946291744709014893e-01,1.225275695323944092e-01
-1.848737835884094238e+00,-9.879850149154663086e-01,-2.135804444551467896e-01,-6.807869672775268555e-01,3.208942245692014694e-03
9.289685636758804321e-02,9.942647218704223633e-01,-6.346873044967651367e-01,-4.901627004146575928e-01,2.421619743108749390e-01
1.258355855941772461e+00,-3.392470777034759521e-01,-1.517819911241531372e-01,-5.439422726631164551e-01,-3.774209693074226379e-02
-4.488505423069000244e-01,5.147038027644157410e-02,-8.559805899858474731e-02,2.236956596374511719e+00,4.864712655544281006e-01
-1.300211906433105469e+00,-8.733758330345153809e-01,3.631518185138702393e-01,1.396172761917114258e+00,2.751200795173645020e-01
1.157177209854125977e+00,1.497089505195617676e+00,-3.405499458312988281e-01,7.741050124168395996e-01,9.488795697689056396e-02
-1.633253812789916992e+00,-6.809757947921752930e-01,-6.250530481338500977e-01,-2.033548653125762939e-01,1.953343674540519714e-02
-1.776854753494262695e+00,-5.822286009788513184e-01,-5.868607759475708008e-01,5.592444539070129395e-01,-6.676407996565103531e-03
-2.887032747268676758e+00,-1.267954826354980469e+00,-3.963934779167175293e-01,-4.071529209613800049e-01,-8.105546236038208008e-02
5.140228271484375000e-01,3.270309865474700928e-01,2.030678540468215942e-01,1.994178295135498047e+00,4.062791466712951660e-01
2.351080030202865601e-01,-3.707450628280639648e-01,1.708103120326995850e-01,-8.900413513183593750e-01,-1.635075509548187256e-01
-1.094008803367614746e+00,-4.577455818653106689e-01,-6.238522529602050781e-01,7.009972929954528809e-01,-1.024501211941242218e-02
-1.700965642929077148e+00,-7.256885170936584473e-01,-5.001973509788513184e-01,5.837320685386657715e-01,-4.300849512219429016e-02
-5.886787772178649902e-01,-1.093854289501905441e-02,6.223068106919527054e-03,-1.307238459587097168e+00,-2.550018429756164551e-01
-1.767992854118347168e+00,-8.326151967048645020e-01,2.780528068542480469e-01,1.840398460626602173e-01,-8.193096145987510681e-03
-1.494917988777160645e+00,-1.522234559059143066e+00,-4.116520881652832031e-01,-2.005048841238021851e-01,-3.335584998130798340e-01
3.368925452232360840e-01,-1.495800852775573730e+00,-1.110153317451477051e+00,-2.467898279428482056e-01,4.007255285978317261e-02
-6.449962258338928223e-01,2.405728846788406372e-01,1.577312946319580078e-01,2.144211530685424805e+00,3.773732185363769531e-01
1.483893990516662598e+00,1.131242990493774414e+00,3.348967432975769043e-01,-8.899508118629455566e-01,2.336299270391464233e-01
8.599650263786315918e-01,-1.529829144477844238e+00,-9.256129711866378784e-02,-6.008865237236022949e-01,2.335037663578987122e-02
-2.851486578583717346e-02,-3.743518590927124023e-01,2.886047959327697754e-01,1.669124364852905273e+00,5.064660906791687012e-01
-1.513621926307678223e+00,-7.028007507324218750e-01,-4.896003603935241699e-01,-3.611866850405931473e-03,9.405957534909248352e-03
1.487338662147521973e+00,1.130802750587463379e+00,2.977475058287382126e-03,4.917252361774444580e-01,9.834130108356475830e-02
-2.400343418121337891e+00,-3.912525773048400879e-01,-1.356128901243209839e-01,-2.101205736398696899e-01,1.011698320508003235e-01
1.674677133560180664e+00,1.026543140411376953e+00,-3.140736371278762817e-02,-1.026441335678100586e+00,-4.682286456227302551e-02
-1.511837124824523926e+00,-2.290306329727172852e+00,5.354862809181213379e-01,-1.371263414621353149e-01,1.518126875162124634e-01
7.702930569648742676e-01,9.086512327194213867e-01,2.116373777389526367e-01,8.442103862762451172e-01,3.591783940792083740e-01
-8.271468281745910645e-01,6.665742397308349609e-01,-1.244500502943992615e-01,2.427216386422514915e-03,7.979268208146095276e-03
-1.339197278022766113e+00,7.392276525497436523e-01,-4.975982010364532471e-01,3.654022812843322754e-01,-2.780946670100092888e-03
-1.106984376907348633e+00,5.722283124923706055e-01,1.128111407160758972e-01,-1.502780199050903320e+00,-2.510459125041961670e-01
-1.219910979270935059e+00,-3.572080433368682861e-01,-4.154973924160003662e-01,-1.041436910629272461e+00,-1.656795293092727661e-02
-3.213625550270080566e-01,4.332660511136054993e-02,4.504577256739139557e-03,-2.412849813699722290e-01,-1.890013180673122406e-02
-2.705184221267700195e+00,-1.096360087394714355e+00,4.170642197132110596e-01,9.739696979522705078e-02,2.113658487796783447e-01
-7.976294755935668945e-01,1.565573811531066895e-01,-2.034711986780166626e-01,1.305714398622512817e-01,1.663022637367248535e-01
1.510315537452697754e+00,-6.606512069702148438e-01,1.789898276329040527e-01,7.112388610839843750e-01,-2.036652266979217529e-01
9.809526205062866211e-01,9.280660748481750488e-01,-5.297722816467285156e-01,1.108404517173767090e+00,3.600550070405006409e-02
-5.737472176551818848e-01,-1.690145611763000488e+00,-7.303944975137710571e-02,8.835616111755371094e-01,1.735437288880348206e-02
4.792038202285766602e-01,-9.000965952873229980e-01,-8.749711513519287109e-02,-1.019610643386840820e+00,1.415280550718307495e-01
-7.600290179252624512e-01,-4.833675920963287354e-01,7.078513503074645996e-01,-2.267874777317047119e-01,4.387701451778411865e-01
